"","Date","Umpire","Home","Away","R [H]","R [A]","PC","IC","xIC","CC","xCC","CCAx","Acc","xAcc","AAx","Con","Fav [H]","totRI"
"","2024-05-03","Adrian Johnson","HOU","SEA","5","3","153","7","7.7","146","145.3","0.7","95.4","94.9","0.5","94.1","1.19","2.57"
"","2024-05-03","Ryan Wills","CLE","LAA","0","6","135","9","9.2","126","125.8","0.2","93.3","93.2","0.2","90.4","0.61","0.85"
"","2024-05-03","Mike Muchlinski","CIN","BAL","0","3","135","8","9.7","127","125.3","1.7","94.1","92.8","1.3","94.8","-0.18","0.98"
"","2024-05-03","Nick Mahrley","CHC","MIL","1","3","149","7","9.1","142","139.9","2.1","95.3","93.9","1.4","89.9","-0.41","0.55"
"","2024-05-03","Alex Tosi","AZ","SD","1","7","142","7","9.2","135","132.8","2.2","95.1","93.5","1.5","93.7","0.26","0.72"
"","2024-05-02","Jim Wolf","TEX","WSH","6","0","147","9","9.8","138","137.2","0.8","93.9","93.3","0.5","92.5","0.13","0.91"
"","2024-05-02","Chad Fairchild","NYM","CHC","7","6","184","13","10.6","171","173.4","-2.4","92.9","94.2","-1.3","93.5","0.88","1.88"
"","2024-05-02","Andy Fletcher","MIA","COL","5","4","160","11","9.5","149","150.5","-1.5","93.1","94.1","-1","94.4","0.5","1.78"
"","2024-05-02","Mark Carlson","HOU","CLE","8","2","147","8","8.8","139","138.2","0.8","94.6","94","0.6","94.6","-0.57","0.85"
"","2024-05-02","Mark Wegner","BOS","SF","1","3","134","10","13.5","124","120.5","3.5","92.5","90","2.6","95.5","-0.74","1.04"
"","2024-05-02","Dan Iassogna","BAL","NYY","7","2","149","8","13.6","141","135.4","5.6","94.6","90.9","3.8","91.3","-0.63","0.79"
"","2024-05-01","D.J. Reyburn","TOR","KC","1","6","150","5","8","145","142","3","96.7","94.7","2","95.3","0.27","0.43"
"","2024-05-01","Edwin Jimenez","TEX","WSH","0","1","137","6","10.9","131","126.1","4.9","95.6","92","3.6","94.2","0.06","0.42"
"","2024-05-01","Nic Lentz","SEA","ATL","2","5","142","14","9.9","128","132.1","-4.1","90.1","93.1","-2.9","92.3","-1.29","1.91"
"","2024-05-01","Manny Gonzalez","SD","CIN","6","2","138","10","9.5","128","128.5","-0.5","92.8","93.1","-0.4","92.8","0.23","1.53"
"","2024-05-01","Tony Randazzo","OAK","PIT","4","0","152","7","11.7","145","140.3","4.7","95.4","92.3","3.1","94.7","-0.05","0.71"
"","2024-05-01","Charlie Ramos","NYM","CHC","0","1","130","9","8.6","121","121.4","-0.4","93.1","93.4","-0.3","92.3","0.6","1.4"
"","2024-05-01","Alex MacKay","MIL","TB","7","1","173","13","17.1","160","155.9","4.1","92.5","90.1","2.4","89.6","0.42","1.44"
"","2024-05-01","Edwin Moscoso","MIA","COL","4","1","131","9","10.1","122","120.9","1.1","93.1","92.3","0.9","90.8","0.6","1.02"
"","2024-05-01","Chad Whitson","LAA","PHI","1","2","195","21","17.2","174","177.8","-3.8","89.2","91.2","-2","94.9","-0.5","2.46"
"","2024-05-01","Angel Hernandez","HOU","CLE","2","3","138","7","5.5","131","132.5","-1.5","94.9","96","-1.1","94.9","-0.19","0.55"
"","2024-05-01","Marvin Hudson","DET","STL","4","1","156","12","12.1","144","143.9","0.1","92.3","92.3","0","93.6","-0.34","1.1"
"","2024-05-01","James Hoye","CWS","MIN","5","10","172","10","11.1","162","160.9","1.1","94.2","93.5","0.6","95.3","-0.75","1.43"
"","2024-05-01","Clint Vondrak","BOS","SF","6","2","130","10","9.1","120","120.9","-0.9","92.3","93","-0.7","93.8","0.54","1.68"
"","2024-05-01","Adam Beck","BAL","NYY","0","2","145","6","9","139","136","3","95.9","93.8","2","95.9","-0.02","0.4"
"","2024-05-01","Ramon De Jesus","AZ","LAD","0","8","189","10","11.3","179","177.7","1.3","94.7","94","0.7","95.2","-0.43","1.37"
"","2024-04-30","Vic Carapazza","TOR","KC","1","4","141","5","10.2","136","130.8","5.2","96.5","92.8","3.7","95.7","0.04","0.44"
"","2024-04-30","Ryan Blakney","TEX","WSH","7","1","125","11","9.1","114","115.9","-1.9","91.2","92.7","-1.5","93.6","0.82","1.34"
"","2024-04-30","Gabe Morales","SEA","ATL","3","2","135","14","10.9","121","124.1","-3.1","89.6","91.9","-2.3","94.1","0.21","1.87"
"","2024-04-30","Cory Blaser","SD","CIN","6","4","112","12","7","100","105","-5","89.3","93.7","-4.4","93.8","0.4","1.86"
"","2024-04-30","Phil Cuzzi","OAK","PIT","5","2","165","10","12.8","155","152.2","2.8","93.9","92.3","1.7","93.9","-0.2","1.06"
"","2024-04-30","Carlos Torres","NYM","CHC","4","2","149","8","15.1","141","133.9","7.1","94.6","89.9","4.7","94","-0.03","0.57"
"","2024-04-30","Chris Guccione","MIL","TB","8","2","164","8","9.6","156","154.4","1.6","95.1","94.2","1","91.5","0.09","0.99"
"","2024-04-30","Jansen Visconti","MIA","COL","7","6","126","11","8.5","115","117.5","-2.5","91.3","93.3","-2","92.1","-0.5","1.38"
"","2024-04-30","Doug Eddings","LAA","PHI","5","7","156","8","9.4","148","146.6","1.4","94.9","94","0.9","91.7","0.21","0.91"
"","2024-04-30","Stu Scheurwater","HOU","CLE","10","9","183","15","11.8","168","171.2","-3.2","91.8","93.6","-1.8","92.3","-0.66","1.96"
"","2024-04-30","Hunter Wendelstedt","DET","STL","1","2","126","4","7.5","122","118.5","3.5","96.8","94.1","2.8","93.7","0.03","0.37"
"","2024-04-30","John Tumpane","DET","STL","11","6","181","9","11.2","172","169.8","2.2","95","93.8","1.2","95","1.1","1.86"
"","2024-04-30","John Libka","CWS","MIN","5","6","170","7","8.7","163","161.3","1.7","95.9","94.9","1","95.9","0.13","0.65"
"","2024-04-30","Jeremie Rehak","BOS","SF","4","0","191","13","11.8","178","179.2","-1.2","93.2","93.8","-0.6","93.2","-0.05","1.65"
"","2024-04-30","CB Bucknor","BAL","NYY","4","2","116","9","9.6","107","106.4","0.6","92.2","91.7","0.5","97.4","0.17","0.95"
"","2024-04-30","Junior Valentine","AZ","LAD","4","3","160","15","12.7","145","147.3","-2.3","90.6","92","-1.4","95","-1.42","2.16"
"","2024-04-29","Adam Hamari","TOR","KC","6","5","157","8","9.3","149","147.7","1.3","94.9","94.1","0.8","94.9","-0.47","1.09"
"","2024-04-29","Lance Barksdale","SEA","ATL","2","1","145","6","8.6","139","136.4","2.6","95.9","94.1","1.8","95.2","0.39","0.69"
"","2024-04-29","Todd Tichenor","SD","CIN","2","5","135","4","6.7","131","128.3","2.7","97","95","2","97.8","0.04","0.28"
"","2024-04-29","Dan Bellino","OAK","PIT","5","1","156","11","10.3","145","145.7","-0.7","92.9","93.4","-0.5","92.3","-0.1","1.36"
"","2024-04-29","Ryan Wills","NYM","CHC","1","3","111","9","7","102","104","-2","91.9","93.7","-1.8","94.6","-0.22","0.82"
"","2024-04-29","Ryan Additon","MIL","TB","0","1","155","7","8.1","148","146.9","1.1","95.5","94.8","0.7","96.1","-0.13","0.53"
"","2024-04-29","Tom Hanahan","MIA","WSH","2","7","131","5","8.8","126","122.2","3.8","96.2","93.3","2.9","92.4","-0.01","0.65"
"","2024-04-29","Malachi Moore","LAA","PHI","6","5","180","9","12.9","171","167.1","3.9","95","92.8","2.2","95.6","0.77","1.11"
"","2024-04-29","Jonathan Parra","CWS","MIN","2","3","142","12","11.7","130","130.3","-0.3","91.5","91.7","-0.2","95.1","0.58","1.54"
"","2024-04-29","Ben May","BAL","NYY","2","0","140","5","10.6","135","129.4","5.6","96.4","92.5","4","94.3","-0.27","0.43"
"","2024-04-29","Quinn Wolcott","AZ","LAD","4","8","172","12","11","160","161","-1","93","93.6","-0.6","94.8","0.26","1.66"
"","2024-04-28","Nick Mahrley","TOR","LAD","3","1","117","7","7.1","110","109.9","0.1","94","93.9","0.1","93.2","-0.06","0.66"
"","2024-04-28","Paul Clemons","TEX","CIN","4","3","137","7","9.2","130","127.8","2.2","94.9","93.3","1.6","95.6","0.03","0.97"
"","2024-04-28","Emil Jimenez","SF","PIT","3","2","135","10","7.3","125","127.7","-2.7","92.6","94.6","-2","92.6","0.15","0.89"
"","2024-04-28","Bill Miller","SEA","AZ","2","3","139","13","9.4","126","129.6","-3.6","90.6","93.2","-2.6","91.4","-0.44","1.74"
"","2024-04-28","Lance Barrett","SD","PHI","6","8","146","9","10.1","137","135.9","1.1","93.8","93.1","0.8","96.6","0.94","1.14"
"","2024-04-28","Laz Diaz","NYM","STL","4","2","139","8","9.9","131","129.1","1.9","94.2","92.8","1.4","94.2","-0.3","0.82"
"","2024-04-28","Mike Muchlinski","MIL","NYY","5","15","209","12","13.1","197","195.9","1.1","94.3","93.8","0.5","94.7","-1.27","2.47"
"","2024-04-28","Mark Wegner","MIA","WSH","9","12","181","12","11.5","169","169.5","-0.5","93.4","93.6","-0.3","95","1.31","1.93"
"","2024-04-28","Dan Merzel","LAA","MIN","5","11","178","8","9.4","170","168.6","1.4","95.5","94.7","0.8","93.8","0.04","1.1"
"","2024-04-28","Dan Iassogna","DET","KC","4","1","122","2","6.2","120","115.8","4.2","98.4","94.9","3.5","98.4","-0.25","0.25"
"","2024-04-28","Tony Randazzo","CWS","TB","4","2","122","5","5.6","117","116.4","0.6","95.9","95.4","0.5","95.1","0.31","1.27"
"","2024-04-28","Alan Porter","COL","HOU","2","8","119","3","5.4","116","113.6","2.4","97.5","95.4","2.1","92.4","-0.1","0.28"
"","2024-04-28","Larry Vanover","BOS","CHC","5","4","131","8","10.1","123","120.9","2.1","93.9","92.3","1.6","88.5","0","0.7"
"","2024-04-28","Rob Drake","BAL","OAK","6","7","169","10","11.5","159","157.5","1.5","94.1","93.2","0.9","92.3","-0.67","1.05"
"","2024-04-28","Jim Wolf","ATL","CLE","4","3","168","8","11.3","160","156.7","3.3","95.2","93.3","1.9","95.2","-0.13","0.85"
"","2024-04-27","John Tumpane","TOR","LAD","2","4","150","7","11","143","139","4","95.3","92.6","2.7","93.3","0.26","0.58"
"","2024-04-27","Brian O'Nora","TEX","CIN","4","8","142","14","8.3","128","133.7","-5.7","90.1","94.1","-4","92.3","-0.07","1.15"
"","2024-04-27","Nic Lentz","SF","PIT","3","4","145","11","10.6","134","134.4","-0.4","92.4","92.7","-0.3","91.7","0.15","1.47"
"","2024-04-27","Chad Whitson","SEA","AZ","3","1","123","12","9.6","111","113.4","-2.4","90.2","92.2","-2","93.5","0.77","1.51"
"","2024-04-27","Alfonso Márquez","SD","PHI","1","5","127","7","9.4","120","117.6","2.4","94.5","92.6","1.9","95.3","-0.04","0.44"
"","2024-04-27","Erich Bacchus","NYM","STL","4","7","168","10","11","158","157","1","94","93.5","0.6","94","0.74","1.2"
"","2024-04-27","Andy Fletcher","MIL","NYY","3","15","188","14","10.9","174","177.1","-3.1","92.6","94.2","-1.6","96.3","-0.67","2.17"
"","2024-04-27","Clint Vondrak","MIA","WSH","4","11","158","10","7.8","148","150.2","-2.2","93.7","95","-1.4","93","0.3","1.1"
"","2024-04-27","Mark Carlson","LAA","MIN","5","16","197","14","16","183","181","2","92.9","91.9","1","92.9","-1.29","2.89"
"","2024-04-27","Adam Beck","DET","KC","6","5","162","5","9","157","153","4","96.9","94.4","2.5","95.1","0.26","0.44"
"","2024-04-27","Marvin Hudson","CWS","TB","8","7","175","9","11.2","166","163.8","2.2","94.9","93.6","1.2","93.1","-0.26","0.94"
"","2024-04-27","Sean Barber","COL","HOU","4","12","176","9","9.9","167","166.1","0.9","94.9","94.4","0.5","93.2","0.44","0.98"
"","2024-04-27","David Rackley","BOS","CHC","17","0","176","10","11","166","165","1","94.3","93.7","0.6","93.8","-0.16","1.02"
"","2024-04-27","James Hoye","BAL","OAK","7","0","106","5","8.2","101","97.8","3.2","95.3","92.2","3","95.3","0.71","0.89"
"","2024-04-27","Brian Knight","ATL","CLE","2","4","133","8","10.1","125","122.9","2.1","94","92.4","1.6","93.2","0.12","1.18"
"","2024-04-26","Hunter Wendelstedt","TOR","LAD","2","12","186","14","13.6","172","172.4","-0.4","92.5","92.7","-0.2","94.1","0.78","2.12"
"","2024-04-26","Brennan Miller","TEX","CIN","2","1","135","7","8.2","128","126.8","1.2","94.8","93.9","0.9","94.1","0.14","0.98"
"","2024-04-26","Gabe Morales","SF","PIT","3","0","152","9","9.7","143","142.3","0.7","94.1","93.6","0.5","93.4","0.2","1.56"
"","2024-04-26","Doug Eddings","SEA","AZ","6","1","134*","9*","7.6*","125*","126.4*","-1.4*","93.3*","94.3*","-1.1*","96.3*","-0.44*","2.34*"
"","2024-04-26","Roberto Ortiz","SD","PHI","3","9","153","17","12.8","136","140.2","-4.2","88.9","91.6","-2.7","90.8","-0.73","2.19"
"","2024-04-26","Mike Estabrook","NYM","STL","2","4","138","10","9.3","128","128.7","-0.7","92.8","93.3","-0.5","92.8","0.44","0.74"
"","2024-04-26","Derek Thomas","MIL","NYY","7","6","184","3","13.8","181","170.2","10.8","98.4","92.5","5.9","96.7","0","0.22"
"","2024-04-26","Jeremie Rehak","MIA","WSH","1","3","126","5","7.2","121","118.8","2.2","96","94.3","1.8","98.4","-0.12","0.52"
"","2024-04-26","Tripp Gibson","LAA","MIN","3","5","155","12","11.4","143","143.6","-0.6","92.3","92.7","-0.4","93.5","-0.61","1.71"
"","2024-04-26","CB Bucknor","DET","KC","0","8","164","16","9.6","148","154.4","-6.4","90.2","94.2","-3.9","90.9","0.15","2.19"
"","2024-04-26","Dan Bellino","CWS","TB","9","4","160","4","8.1","156","151.9","4.1","97.5","94.9","2.6","95","-0.16","0.26"
"","2024-04-26","Chris Segal","BOS","CHC","1","7","110","5","7","105","103","2","95.5","93.6","1.8","93.6","-0.26","0.58"
"","2024-04-26","John Libka","BAL","OAK","2","3","161","5","10.6","156","150.4","5.6","96.9","93.4","3.5","93.8","-0.53","0.53"
"","2024-04-26","Chris Guccione","ATL","CLE","6","2","150","14","9.5","136","140.5","-4.5","90.7","93.7","-3","93.3","-0.94","1.48"
"","2024-04-25","Brian Walsh","WSH","LAD","1","2","151","10","9.2","141","141.8","-0.8","93.4","93.9","-0.5","92.1","0.03","1.33"
"","2024-04-25","Jordan Baker","TEX","SEA","3","4","134","13","11.3","121","122.7","-1.7","90.3","91.6","-1.3","93.3","-0.88","1.96"
"","2024-04-25","Tom Hanahan","PIT","MIL","5","7","198","13","14.1","185","183.9","1.1","93.4","92.9","0.6","96","0.67","1.71"
"","2024-04-25","Marvin Hudson","NYY","OAK","1","3","142","14","13.1","128","128.9","-0.9","90.1","90.8","-0.7","91.5","-0.11","1.69"
"","2024-04-25","Nate Tomlinson","MIN","CWS","6","3","140","9","8.3","131","131.7","-0.7","93.6","94.1","-0.5","95","-0.58","1.62"
"","2024-04-25","Ryan Additon","KC","TOR","2","1","73","8","4.7","65","68.3","-3.3","89","93.6","-4.6","94.5","-0.07","0.67"
"","2024-04-25","Malachi Moore","COL","SD","10","9","172","10","11.1","162","160.9","1.1","94.2","93.5","0.6","93","0.14","1.76"
"","2024-04-25","Scott Barry","CLE","BOS","6","4","146","6","7.5","140","138.5","1.5","95.9","94.9","1","93.8","0.84","1"
"","2024-04-25","Alex Tosi","CIN","PHI","0","5","157","7","9","150","148","2","95.5","94.3","1.3","93.6","-0.2","1.16"
"","2024-04-25","Jansen Visconti","CHC","HOU","3","1","147","9","9.1","138","137.9","0.1","93.9","93.8","0","91.8","0.67","1.33"
"","2024-04-24","Larry Vanover","WSH","LAD","2","11","152","8","7.8","144","144.2","-0.2","94.7","94.8","-0.1","94.1","-0.01","0.77"
"","2024-04-24","Dan Merzel","TEX","SEA","5","1","150","10","8.1","140","141.9","-1.9","93.3","94.6","-1.2","93.3","0.38","1.1"
"","2024-04-24","Ryan Blakney","TB","DET","7","5","149","8","7","141","142","-1","94.6","95.3","-0.7","92.6","0.35","0.73"
"","2024-04-24","D.J. Reyburn","STL","AZ","5","1","122","1","7.1","121","114.9","6.1","99.2","94.2","5","94.3","-0.12","0.12"
"","2024-04-24","Mark Ripperger","SF","NYM","2","8","184","11","12.4","173","171.6","1.4","94","93.3","0.8","94.6","0.29","1.39"
"","2024-04-24","Mark Wegner","PIT","MIL","2","3","160","6","9.9","154","150.1","3.9","96.2","93.8","2.4","94.4","-1.01","1.35"
"","2024-04-24","Nick Mahrley","NYY","OAK","7","3","160","10","8.7","150","151.3","-1.3","93.8","94.6","-0.8","93.8","0.34","1.22"
"","2024-04-24","Laz Diaz","MIN","CWS","6","3","129","8","7.7","121","121.3","-0.3","93.8","94","-0.2","94.6","0.36","1.22"
"","2024-04-24","Lance Barksdale","LAA","BAL","5","6","177","7","10.6","170","166.4","3.6","96","94","2","95.5","0.17","0.77"
"","2024-04-24","Alex MacKay","KC","TOR","3","2","152","8","11.2","144","140.8","3.2","94.7","92.6","2.1","92.1","0.17","0.67"
"","2024-04-24","Bill Miller","COL","SD","2","5","126","10","7.1","116","118.9","-2.9","92.1","94.4","-2.3","93.7","0.09","1.41"
"","2024-04-24","Dan Iassogna","CLE","BOS","0","8","138","10","9.4","128","128.6","-0.6","92.8","93.2","-0.4","90.6","0.15","0.95"
"","2024-04-24","Tony Randazzo","CIN","PHI","7","4","184","12","14.5","172","169.5","2.5","93.5","92.1","1.3","94.6","0.26","1.7"
"","2024-04-24","Mike Muchlinski","CHC","HOU","4","3","147","10","11.2","137","135.8","1.2","93.2","92.4","0.8","95.2","0.43","1.27"
"","2024-04-24","Jonathan Parra","ATL","MIA","4","3","133","6","9.4","127","123.6","3.4","95.5","92.9","2.6","95.5","0.45","0.69"
"","2024-04-23","David Rackley","WSH","LAD","1","4","193","8","16.6","185","176.4","8.6","95.9","91.4","4.5","95.3","0.2","1.04"
"","2024-04-23","Mark Carlson","TEX","SEA","0","4","160","11","9.4","149","150.6","-1.6","93.1","94.1","-1","93.8","-0.08","1.46"
"","2024-04-23","Bruce Dreckman","TB","DET","2","4","130","8","7.9","122","122.1","-0.1","93.8","93.9","-0.1","93.8","-0.43","0.93"
"","2024-04-23","Paul Clemons","STL","AZ","1","14","165","9","13.4","156","151.6","4.4","94.5","91.9","2.6","95.2","-0.28","1.84"
"","2024-04-23","Lance Barrett","SF","NYM","5","1","111","14","9.2","97","101.8","-4.8","87.4","91.7","-4.3","89.2","0.59","1.05"
"","2024-04-23","Clint Vondrak","PIT","MIL","2","1","118","8","10.7","110","107.3","2.7","93.2","90.9","2.3","91.5","-0.21","0.81"
"","2024-04-23","John Tumpane","NYY","OAK","4","3","154","16","12","138","142","-4","89.6","92.2","-2.6","94.8","1.14","1.86"
"","2024-04-23","Erich Bacchus","MIN","CWS","6","5","175","12","11.9","163","163.1","-0.1","93.1","93.2","-0.1","92","1","1.82"
"","2024-04-23","Emil Jimenez","LAA","BAL","7","4","144","9","10.8","135","133.2","1.8","93.8","92.5","1.2","91.7","0.26","0.88"
"","2024-04-23","Brian Knight","KC","TOR","3","2","144","5","4.9","139","139.1","-0.1","96.5","96.6","-0.1","96.5","-0.54","0.6"
"","2024-04-23","Chad Whitson","COL","SD","7","4","150","8","9.2","142","140.8","1.2","94.7","93.9","0.8","94.7","-0.5","1.5"
"","2024-04-23","Adam Beck","CLE","BOS","4","1","114","5","7.2","109","106.8","2.2","95.6","93.6","2","93","-0.31","0.41"
"","2024-04-23","Phil Cuzzi","CIN","PHI","8","1","145","6","10.1","139","134.9","4.1","95.9","93","2.8","95.9","0.03","0.67"
"","2024-04-23","Andy Fletcher","CHC","HOU","7","2","149","8","11","141","138","3","94.6","92.6","2","93.3","-0.25","0.91"
"","2024-04-23","Rob Drake","ATL","MIA","5","0","97","7","7.2","90","89.8","0.2","92.8","92.5","0.2","91.8","0.5","0.66"
"","2024-04-22","Alan Porter","TB","DET","1","7","134","4","8.5","130","125.5","4.5","97","93.7","3.3","92.5","-0.27","0.67"
"","2024-04-22","Brian O'Nora","STL","AZ","5","3","144","9","7.9","135","136.1","-1.1","93.8","94.5","-0.7","93.1","0.14","1.1"
"","2024-04-22","Alfonso Márquez","SF","NYM","5","2","155","9","9.4","146","145.6","0.4","94.2","93.9","0.3","93.5","-0.55","1.21"
"","2024-04-22","Jeremie Rehak","PIT","MIL","4","2","144","9","12.7","135","131.3","3.7","93.8","91.2","2.6","95.1","0.7","1.5"
"","2024-04-22","Hunter Wendelstedt","NYY","OAK","0","2","144","16","9.5","128","134.5","-6.5","88.9","93.4","-4.5","91","0.29","1.83"
"","2024-04-22","Mike Estabrook","MIN","CWS","7","0","136","11","9.7","125","126.3","-1.3","91.9","92.9","-1","92.6","0.33","1.41"
"","2024-04-22","Nic Lentz","LAA","BAL","2","4","152","12","12.5","140","139.5","0.5","92.1","91.8","0.4","91.4","-0.2","2"
"","2024-04-22","Chris Guccione","KC","TOR","3","5","148","9","9.7","139","138.3","0.7","93.9","93.4","0.5","95.9","0.07","1.05"
"","2024-04-22","Doug Eddings","COL","SD","1","3","144","13","15.9","131","128.1","2.9","91","88.9","2","86.8","0.32","1.16"
"","2024-04-22","Dan Bellino","CIN","PHI","0","7","121","9","7.9","112","113.1","-1.1","92.6","93.5","-0.9","93.4","-0.23","1.05"
"","2024-04-22","James Hoye","ATL","MIA","3","0","130","8","9","122","121","1","93.8","93.1","0.7","93.8","0.75","0.99"
"","2024-04-21","Nate Tomlinson","WSH","HOU","6","0","133","6","8.4","127","124.6","2.4","95.5","93.7","1.8","92.5","-0.24","0.52"
"","2024-04-21","Alex Tosi","STL","MIL","0","2","146","10","11.5","136","134.5","1.5","93.2","92.1","1","93.8","-1.39","1.69"
"","2024-04-21","Stu Scheurwater","SF","AZ","3","5","151","8","10.5","143","140.5","2.5","94.7","93","1.7","95.4","-0.35","1.03"
"","2024-04-21","Adrian Johnson","SD","TOR","6","3","150","12","9.2","138","140.8","-2.8","92","93.9","-1.9","90.7","0.28","1.66"
"","2024-04-21","Brennan Miller","PIT","BOS","1","6","163","9","12","154","151","3","94.5","92.6","1.8","95.1","1.12","1.36"
"","2024-04-21","Chad Fairchild","PHI","CWS","8","2","150","8","8.4","142","141.6","0.4","94.7","94.4","0.3","94","0.58","0.98"
"","2024-04-21","John Libka","NYY","TB","5","4","161","6","11.1","155","149.9","5.1","96.3","93.1","3.2","93.2","0.13","0.59"
"","2024-04-21","Roberto Ortiz","MIN","DET","1","6","187","8","10.7","179","176.3","2.7","95.7","94.3","1.4","92.5","0.51","2.31"
"","2024-04-21","Angel Hernandez","LAD","NYM","10","0","146","8","9","138","137","1","94.5","93.9","0.7","94.5","0.1","1.38"
"","2024-04-21","Sean Barber","KC","BAL","0","5","163","8","11.9","155","151.1","3.9","95.1","92.7","2.4","94.5","1.65","3.09"
"","2024-04-21","Gabe Morales","COL","SEA","2","1","157","18","15.8","139","141.2","-2.2","88.5","90","-1.4","89.2","0.21","2.49"
"","2024-04-21","Ryan Additon","COL","SEA","2","10","138","7","7","131","131","0","94.9","94.9","0","97.1","-0.2","0.86"
"","2024-04-21","Tripp Gibson","CLE","OAK","6","2","153","6","9.9","147","143.1","3.9","96.1","93.5","2.5","90.8","0.09","0.59"
"","2024-04-21","Scott Barry","CIN","LAA","3","0","157","3","8","154","149","5","98.1","94.9","3.2","97.5","0.33","0.75"
"","2024-04-21","Vic Carapazza","CHC","MIA","3","6","145","6","9.1","139","135.9","3.1","95.9","93.7","2.1","95.2","0.64","1.2"
"","2024-04-21","Brock Ballou","ATL","TEX","4","6","144","12","9.9","132","134.1","-2.1","91.7","93.1","-1.4","92.4","0.76","1.7"
"","2024-04-20","Manny Gonzalez","WSH","HOU","5","4","152","15","9.8","137","142.2","-5.2","90.1","93.5","-3.4","92.1","0.63","1.61"
"","2024-04-20","Tony Randazzo","STL","MIL","5","12","205","13","16.6","192","188.4","3.6","93.7","91.9","1.8","92.7","0.2","1.58"
"","2024-04-20","Jordan Baker","SF","AZ","7","3","150","6","8.7","144","141.3","2.7","96","94.2","1.8","94","0.29","0.57"
"","2024-04-20","Ramon De Jesus","SD","TOR","2","5","147","9","13.3","138","133.7","4.3","93.9","91","2.9","91.8","0.07","1.09"
"","2024-04-20","D.J. Reyburn","PIT","BOS","2","4","172","10","11.2","162","160.8","1.2","94.2","93.5","0.7","95.3","0.3","2.64"
"","2024-04-20","Charlie Ramos","PHI","CWS","9","5","172","17","14.6","155","157.4","-2.4","90.1","91.5","-1.4","91.9","-0.09","2.65"
"","2024-04-20","Jonathan Parra","NYY","TB","0","2","147","11","9.9","136","137.1","-1.1","92.5","93.3","-0.7","92.5","1.16","1.58"
"","2024-04-20","Mark Ripperger","MIN","DET","4","3","147","10","8","137","139","-2","93.2","94.5","-1.3","93.9","-0.21","1.15"
"","2024-04-20","Lance Barksdale","LAD","NYM","4","6","208","15","15.7","193","192.3","0.7","92.8","92.4","0.4","91.8","-0.2","2.08"
"","2024-04-20","Ryan Blakney","KC","BAL","7","9","164","16","10.5","148","153.5","-5.5","90.2","93.6","-3.4","94.5","-0.64","2.04"
"","2024-04-20","Brian Knight","COL","SEA","0","7","159","8","8.7","151","150.3","0.7","95","94.5","0.4","94.3","0.23","0.99"
"","2024-04-20","Laz Diaz","CLE","OAK","6","3","144","18","13.7","126","130.3","-4.3","87.5","90.5","-3","90.3","1.51","2.63"
"","2024-04-20","Brian Walsh","CIN","LAA","7","5","164","9","8.5","155","155.5","-0.5","94.5","94.8","-0.3","95.1","0.43","1.15"
"","2024-04-20","Edwin Moscoso","CHC","MIA","2","3","168","12","15.2","156","152.8","3.2","92.9","90.9","1.9","94.6","0.52","1.66"
"","2024-04-20","Adam Hamari","CHC","MIA","5","3","121","4","8.6","117","112.4","4.6","96.7","92.9","3.8","96.7","-0.02","0.24"
"","2024-04-20","Dan Iassogna","ATL","TEX","5","2","151","6","10.5","145","140.5","4.5","96","93.1","3","94","0.08","0.64"
"","2024-04-19","Cory Blaser","WSH","HOU","3","5","156","6","6.3","150","149.7","0.3","96.2","96","0.2","92.9","-0.41","1.29"
"","2024-04-19","Phil Cuzzi","STL","MIL","1","2","205","11","11.8","194","193.2","0.8","94.6","94.3","0.4","93.7","1.79","2.13"
"","2024-04-19","Dan Merzel","SF","AZ","1","17","169","7","6.5","162","162.5","-0.5","95.9","96.2","-0.3","95.9","0.17","1.09"
"","2024-04-19","Junior Valentine","SD","TOR","1","5","165","8","9.8","157","155.2","1.8","95.2","94","1.1","92.7","-0.6","0.72"
"","2024-04-19","Paul Clemons","PIT","BOS","1","8","142","12","12.8","130","129.2","0.8","91.5","91","0.6","95.8","0.44","1.16"
"","2024-04-19","Carlos Torres","PHI","CWS","7","0","145","6","10.2","139","134.8","4.2","95.9","93","2.9","93.8","0.39","0.55"
"","2024-04-19","Rob Drake","NYY","TB","5","3","162","10","11.3","152","150.7","1.3","93.8","93.1","0.8","94.4","0.07","1.37"
"","2024-04-19","Lance Barrett","MIN","DET","4","5","147","13","11.4","134","135.6","-1.6","91.2","92.3","-1.1","93.2","-0.88","1.54"
"","2024-04-19","Emil Jimenez","LAD","NYM","4","9","178","11","11.4","167","166.6","0.4","93.8","93.6","0.3","91","-0.17","1.51"
"","2024-04-19","Bruce Dreckman","KC","BAL","9","4","160","8","7.7","152","152.3","-0.3","95","95.2","-0.2","95","0.2","0.72"
"","2024-04-19","Erich Bacchus","CLE","OAK","10","2","151","5","7.7","146","143.3","2.7","96.7","94.9","1.8","96","-0.41","0.57"
"","2024-04-19","Larry Vanover","CIN","LAA","7","1","136","15","8.2","121","127.8","-6.8","89","94","-5","91.9","-0.23","1.39"
"","2024-04-19","Alex MacKay","CHC","MIA","8","3","143","5","9.7","138","133.3","4.7","96.5","93.2","3.3","92.3","0.04","0.42"
"","2024-04-19","Adam Beck","ATL","TEX","8","3","134","7","7","127","127","0","94.8","94.8","0","94.8","0.28","1.56"
